gid,id_no,name,name_other,components,part_of,rec_type,rec_note,country,state_prov,latitude,longitude,loc_note,dep_type,dep_note,dep_form,commods,hree_note,lree_note,ree_ratio,ree,status,stat_note,ree_mins,sig_mins,oth_mins,age_mzn,age_ma,host_age,hage_ma,host_lith,host_unit,assoc_rock,alteration,company,comments,ref_list,discov_yr,expl_note,mine_meth,p_status,pstat_note,p_years,p_refs,p_note,rr_ore_mt,rr_treo_mt,rr_treogrd,rr_ree_grd,rr_cutoff,rr_hm_mt,rr_hm_pct,rr_min_mt,rr_min_pct,rr_mon_mt,rr_mon_pct,rr_oth_grd,rr_yr_est,rr_refs,rr_regcode,rr_note,region,geom
45,4148.00000000,Cone Negosa,Negoza,,,intrusion or complex,,Mozambique,Tete,-15.5330000000,31.2670000000,,carbonatite with residual enrichment,,,"Ti, Fe, REE",,,,,Occurrence,,"bastnäsite, monazite","pyrite, barite, pyrochlore, brookite, fluorapatite",,,,,,"carbonatite, rauhaugite",,,,,Volcanic vent.,Cílek (1989); Premoli (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E61000004008AC1C5A443F4020894160E5102FC0
46,4008.00000000,Coola,,,,intrusion or complex,,Angola,Huambo,-12.5170000000,15.2670000000,,carbonatite,,,"F, Ba, Sr, Nb, Zn",,,,,Occurrence,,"parisite, synchysite, RE phosphates","barite, fluorite","dolomite, calcite, quartz",Cretaceous,,,,"carbonatite breccia, syenite, ijolite, fenite",,,,,As much as 12500 ppm La has been detected in samples.,Alberti and others (1999); Filho and others (1991); Premoli (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000080105839B4882E4040105839B40829C0
47,4224.00000000,Darkainle,,,,intrusion or complex,,Somalia,Awdal,10.4000000000,43.2670000000,,carbonatite,,,"REE, Mo, Sr, Cu",,,,,Occurrence,,allanite,"magnetite, barite, powellite, molybdenite, apatite, zircon, pyrochlore, pyrite, pyrrhotite","dolomite, calcite, quartz",,,,,"carbonatite, syenite, nepheline syenite, gneiss",,,,,,Alberti and others (1999); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E61000002004560E2DA24540E0CCCCCCCCCC2440
48,4150.00000000,Deia,,,,district or area,,Mozambique,Zambézia,-18.2340000000,36.8039000000,Estimated location.,shoreline placer,,,"Ti, REE",,,,,Occurrence,,monazite,,,,,,,beach sand,,,,,Monazite is 0.5-5.8 percent of HM.,Cílek (1989),,,,No production(?),,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000098A0F831E666424090438B6CE73B32C0
50,4138.00000000,El Hammam,,,,site,F mine,Morocco,Meknès-Tafilalet,33.5575000000,-5.80800000000,,fluorite deposit,alkalic igneous,veins,"F, REE",,,,,Occurrence,,"fluorite, calcite, siderite","fluorite, siderite","calcite, quartz",Upper Triassic,205 ± 1 Ma,Devonian; Carboniferous,,"schist, sandstone; limestone",,,hydrothermal,,Up to 1400 ppm REE has been reported in calcite and up to 2000 ppm in siderite in fluorite-calcite veins.,Cheilletz and others (2010); Chraibi and others (2013),,,underground,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000C0AB1C5A643B17C098C2F5285CC74040
51,4055.00000000,El Kharrouba,,,,site,,Egypt,Shamal Sina',31.1849000000,33.9699000000,,shoreline placer,,,"Fe, Ti, Zr, REE",,,,,Showing,,monazite,"magnetite, ilmenite, cassiterite, zircon, native gold, sillimanite",orthoclase,,,,,dune sand,,,,,Heavy minerals range from 1.06 percent to 9.23 percent (average 4.58 percent)of the dune sand.,Abdel-Razek and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E61000000032E6AE25FC4040D0073D9B552F3F40
52,4058.00000000,El Messaid,"El Messaid, El Masaid",,,site,,Egypt,Shamal Sina',31.1210000000,33.7002000000,,shoreline placer,,,"Fe, Ti, Zr, REE",,,,,Showing,,monazite,"magnetite, ilmenite, cassiterite, zircon, native gold, sillimanite",orthoclase,,,,,beach sand,,,,,Heavy minerals range from 3.56 percent to 14.68 percent (average 7.10 percent)of the beach sand.,Abdel-Razek and others (2013); Dawood and Abd El-Naby (2007),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000068545227A0D94040F0D022DBF91E3F40
53,4060.00000000,El Tina,,,,district or area,bay,Egypt,Shamal Sina',31.0565000000,32.6138000000,,shoreline placer,,,REE,,,,,Occurrence,,monazite,,,,,,,black sand,,,,,,Dawood and Abd El-Naby (2007),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000782497FF904E40406039B4C8760E3F40
54,4196.00000000,Etaneno,,,,district or area,,Namibia,Otjozondjupa,-20.6970000000,16.2015000000,,shoreline placer(?),,,REE,,,,,Deposit,,monazite,,,,,,,,,,,,,Gupta and Krishnamurthy (2005),,,,No production,,,,,,,0.02,,,,,,,,,,1989,Gupta and Krishnamurthy (2005),Not compliant,,Africa,0101000020E6100000F024068195333040D04F8D976EB234C0
55,4197.00000000,Eureka,,,,intrusion or complex,,Namibia,Erongo,-21.9667000000,15.3167000000,,carbonatite,,dikes,"Zr, REE",,,,,Deposit,,monazite,"magnetite, graphite","dolomite, calcite, goethite",Cambrian–Ordovician,,,,carbonatite,,fenetized quartzite,,Magna Mining NL,"Carbonatite dikes on Eureka 99 Farm, 38 km west of Usakos. Resource estimate is to depth of 20 m.",McManus and Schneider (1994); Murray (1989); Murray (1991); Woolley (2001),,,,No production,,,,,0.03,,,6.3% REE,,,,,,,,,1989,McManus and Schneider (1994),Not compliant,Resource to 20 m depth.,Africa,0101000020E610000060499D8026A22E40000BB5A679F735C0
56,4229.00000000,Fairbreeze,,,Richards Bay,district or area,,South Africa,Kwazulu-Natal,-29.0219000000,31.6766000000,,shoreline placer,,,"Ti, Zr, Fe, REE",,,,,Occurrence,,monazite,"ilmenite, rutile",,,,,,,,,,Tronox Limited,,Tronox (2014),,,,No production,Under development for TiO2.,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000507958A835AD3F4040C8073D9B053DC0
57,4075.00000000,Firawa,,,,site(?),,Guinea,Faranah,9.20890000000,-9.80060000000,,uranium deposit; supergene,U-REE in laterite,,"U, REE",,,,resampling of historic drill holes showed 1.26-3.29% TREO,Occurrence,,,crandellite,,,,,,"laterized granite, gneiss, amphibolite, carbonatite, gabbro, dolerite",,,laterization,Forte Energy NL,Reportedly 1-2 percent REE present in U deposit.,Forte Energy NL. (2011); World Nuclear Association (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000E05A423EE89923C0E044D8F0F46A2240
58,4036.00000000,Fogo,,,,district or area,,Cabo Verde,Fogo Island,14.9323000000,-24.4846000000,,alkaline igneous with residual enrichment; supergene,paleosol developed on mafic lapilli,,"P, Cr, As, REE",,REE is largely LREE,,,Showing,,,"fluorapatite, magnetite, maghemite, hematite","pyroxene, mica, plagioclase, quartz, olivine, muscovite (illite)",,,,,paleosol,,,,,,Marques and others (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000030A4DFBE0E7C38C0401FF46C56DD2D40
59,4037.00000000,Fogo,,,,intrusion or complex,,Cabo Verde,Fogo Island,14.9250000000,-24.3970000000,Location is central to the island.,carbonatite,,,"Zr, Nb, REE, Th",,,,,Showing,,"loparite-(Ce), bastnäsite, monazite","zirconolite, pyrochlore, zircon, thorite","calcite, dolomite, ankerite, biotite, amphibole, pyroxene, feldspar",Pliocene(?),~4.5 Ma,Pliocene(?),,calcite and dolomite carbonatite,,,,,Carbonatite is considered to be oldest rock of the island.,Kogarko and others (2009); Marques and others (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E61000000083C0CAA16538C0C099999999D92D40
60,4095.00000000,Fort Dauphine,"QMM, Taolagnaro","includes Mandena, Petrika, Sainte Luce sectors",,district or area,,Madagascar,Toliara,-25.0001000000,46.9980000000,Estimated location.,shoreline placer,,,"Ti, Th, REE, Zr",,,,,Deposit,,monazite,ilmenite,,Cenozoic(?),,,,,,,,,,O'Driscoll (1988); Overstreet (1967); Taylor and others (2005),,,,Past producer,,,,,60,,,,,,,,,,1.49,,,O'Driscoll (1988),Not compliant,,Africa,0101000020E610000040B4C876BE7F4740C0BAB88D060039C0
61,4019.00000000,Gakara,Karonge,,,intrusion or complex,historic REE mine,Burundi,Bujumbura Rural,-3.50220000000,29.4492000000,,carbonatite with residual enrichment,,"veins, veinlets, stockworks",REE,"enriched in Dy, Eu",enriched in Nd,,,Deposit,,"bastnäsite, monazite, rhabdophane, cerianite-(Ce), fluocerite","cassiterite, barite, pyromorphite, galena","quartz, carbonate, microcline, biotite, goethite, mica",Neoproterozoic,,,,"metasedimentary rocks, gneiss, granite",,,,Rainbow Rare Earths Limited,"REE deposit in quartz-barite-bastnäsite-monazite stockworks of uncertain affiliation, but assumed in references to have carbonatite source. Weathering has produced rhabdophane and cerianite-(Ce). Production ceased, due to irregular distribution of grade",Berger and others (2009); de Kun (1987); Harben and Bates (1990); Jackson and Christiansen (1993); Jepson (2012); Lehmann and (1994); Mariano (1989); Möller (1989a); Rainbow Rare Earths (2014); Van Wambeke (1977); Woolley (2001); Yager (2002),1936,,,Past producer,,1948–1978,Yager (2002),"5,000 t basnäsite was produced from 1948–1978.",1) 0.06; 2) 0.256,0.142,1) 1.59; 2) 54.3,,,,,,3.0 bastnäsite,,,,2) 2014,1) Jackson and Christiansen (1993); 2) Rainbow Rare Earths (2014),1) Not compliant; 2) NI43-101 compliant,,Africa,0101000020E6100000105D6DC5FE723D408068006F81040CC0
62,4062.00000000,Gara El Hamra,,,,intrusion or complex,,Egypt,Al Wadi al Jadid,23.0299000000,31.3148000000,Estimated location.,alkaline igneous,"impregnations, fracture fillings, veinlets",,"REE, Th, U, Zr, Nb, Be",,,,,Occurrence,,"xenotime, parisite, bastnäsite, pyrochlore, gadolinite, gagarinite","thorite, zircon, pyrochlore, gittinsite","barite, calcite, fluorite",,,,,"syenite, altered syenite, peralkaline granite",,,"hydrothermal, hematization",,Content of ore minerals is reported to be directly proportional to the degree of alteration.,Abdalla (2006),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000F0C798BB96503F409026C286A7073740
63,4020.00000000,Gasagwe,,,,site,,Burundi,Bujumbura Rural,-3.51730000000,29.4229000000,,other igneous deposit,metasomatic vein with REE,,REE,,"enriched in Ce, La, Nd",,,Occurrence,,"bastnäsite, monazite, cerianite-(Ce), rhabdophane",barite,quartz,,,,,"mica schist, quartzite; granite gneiss, migmatite",Karinzi Fm; Mugere complex,,,,,Ntiharirizwa (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000807AA52C436C3D4000C4B12E6E230CC0
64,4231.00000000,Glenover,,,,intrusion or complex,historic P mine,South Africa,Limpopo,-23.8684000000,27.1628000000,,carbonatite,,,"P, Nb, Sc, REE, Ta",,,,,Deposit,,"fergusonite, euxenite-(Y), loparite-(Ce), samarskite, synchysite","apatite, pyrochlore, columbite, barite, celestine, galena, perovskite, rutile, magnetite, anatase, pyrite, chalcopyrite, zircon, fluorite","pyroxene, calcite, phlogopite, quartz",Paleoproterozoic,,Paleoproterozoic,,"carbonatite, pyroxenite, breccia",,,,Galileo Resources PLC (2013),Carbonatite with apatite-Fe oxide breccia body & 3 pyroxenite zones with apatite & vermiculite; apatite locally constitutes 20 percent of the ore; low thorium content.,Bruno (2013b); Elliott (2012a); Galileo Resources PLC (2012); Möller (1989a); Woolley (2001),,,,No production,,,,,,0.1671,,,,,,,,,,,,Bruno (2013b),SAMREC / JORC / NI43-101 compliant,,Africa,0101000020E610000000CAC342AD293B40A0D85F764FDE37C0
632,3259.00000000,Bilugyun and Kyaikkami Beach,,,,district or area,,Myanmar,Mon,16.3254000000,97.4587000000,Approximate location.,shoreline placer,,,REE,,,,,Showing,,monazite,,,,,,,black sand,,,,,,ESCAP (1996),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000003CAB3E575B5D5840601E166A4D533040
65,4139.00000000,Glibat Lafhouda,,,,intrusion or complex,,Morocco,Oued ed Dahab-Lagouira,22.1478000000,-14.8402000000,This part of Morocco is in dispute with Western Sahara.,carbonatite,,,"Fe, Nb, REE, U, Ta",,,,,Deposit,,,iron oxide,,,,,,"dolomitic carbonatite, iron oxide breccia",,"schist, gneiss",,,Higher REE values associated with iron oxides; Drag and Al Farnan deposits are related to Glibat Lafhouda.,"Morocco ONHYM (2011, 2015a)",2002,,,No production,,,,,49 resource,,0.2,,,,,,,,,"0.4% Nb2O5, 265 ppm Ta2O5, 508 ppm U3O8, 35% Fe2O3",,Morocco ONHYM (2011),Not compliant,,Africa,0101000020E6100000C032C4B12EAE2DC060598638D6253640
66,4021.00000000,Gomvi I,,,,site,,Burundi,Bujumbura Rural,-3.55020000000,29.4133000000,,other igneous deposit,metasomatic vein with REE,,REE,,"enriched in Ce, La, Nd",,,Occurrence,,"bastnäsite, monazite, cerianite-(Ce), rhabdophane",barite,quartz,,,,,"mica schist, quartzite; granite gneiss, migmatite",Karinzi Fm; Mugere complex,,,,,Ntiharirizwa (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000E06F5F07CE693D408012F241CF660CC0
67,4022.00000000,Gomvi II,,,,site,,Burundi,Bujumbura Rural,-3.54220000000,29.4119000000,,other igneous deposit,metasomatic vein with REE,,REE,,"enriched in Ce, La, Nd",,,Occurrence,,"bastnäsite, monazite, cerianite-(Ce), rhabdophane",barite,quartz,,,,,"mica schist, quartzite; granite gneiss, migmatite",Karinzi Fm; Mugere complex,,,,,Ntiharirizwa (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E61000000039454772693D4000211FF46C560CC0
68,4151.00000000,Gorai,,,,district or area,,Mozambique,Zambézia,-17.3305000000,38.0202000000,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,ilmenite,,,,,,beach sand,,,,,Monazite is ~0.5 percent of HM.,Cílek (1989),,,,No produciton(?),,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000090B0E1E995024340F053E3A59B5431C0
69,4232.00000000,Goudini,Ystervarkkop,,,intrusion or complex,,South Africa,North-West Province,-25.0251000000,26.2009000000,,carbonatite,,,REE,,,,,Occurrence,,xenotime(?),"rutile, apatite, pyrite, barite, fluorite, anatase, brookite","ankerite, calcite, dolomite, aegirine, limonite, albite, phlogopite, quartz",,,,,"sövite and beforsite (some metamorphosed), volcanic breccia, tuff",,,,,The Goudini volcano sits atop ultrabasic rocks on the eastern margin of the Bushveld Complex.,Adrian and others (1989); Mariano (1989); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000040C4B12E6E333A4020211FF46C0639C0
70,4198.00000000,Granitberg,,,,intrusion or complex,,Namibia,Karas,-27.3333000000,15.3333000000,,unclassified,uncertain if alkaline igneous or metamorphic,,REE,,,,,Showing,,eudialyte,"låvenite, astrophyllite, titanite, magnetite","aenigmatite, arfvedsonite, biotite, perthite, nepheline, pyroxene, sodalite",Lower Cretaceous,,Lower Cretaceous,,foyaite,,"Precambrian granite, gneiss, sandstone, dolomite",,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000A0832F4CA6AA2E40B0C1172653553BC0
71,4132.00000000,Guelb Zeilaga,,,Bou Naga,intrusion or complex,,Mauritania,Trarza,19.0000000000,-13.3000000000,,alkaline igneous,,,"REE, Ba, F",,,,,Deposit,"deposit, small",bastnäsite,,,,,,,alkaline igneous rocks,,,,,Pipe(?),Arab Organisation for Mineral Resources (1987); Mauritanie Ressources Limited and Société Mauritanienne de l'Industrie Minière (2011),,,,Past producer(?),,,,Unclear if production attributed to Bou Naga was from this site.,,,,,,,,,,,,,,,,,Africa,0101000020E61000008099999999992AC01000000000003340
72,4152.00000000,Guilherme,Guilharme,,Nauela pegmatite field,site,historic pegmatite mine,Mozambique,Nampula,-14.4000000000,40.3500000000,Near Ribaue.,other igneous deposit,pegmatite,pegmatite,"Bi, Be, REE",,,,,Deposit,,"euxenite-(Y), monazite","bismutite, beryl","quartz, microcline",,,,,,,,,,,Cílek (1989); Hains and Mounde (2010); Premoli (1994),,,,Past producer,,,,Past producer of euxenite-(Y); last production reported in 1966.,,,,,,,,,,,,,,,,,Africa,0101000020E6100000D8CCCCCCCC2C4440C0CCCCCCCCCC2CC0
73,4264.00000000,Hahotoé-Kpogamé,,,,district or area,,Togo,Maritime,6.31670000000,1.34840000000,,phosphorite; supergene,,,"P, U, REE",,,,,Occurrence,,carbonate-rich fluorapatite,"carbonate-rich fluorapatite, crandallite, wavellite, strengite","kaolinite, goethite, smectite, quartz, calcite",,,Eocene: Ypresian–Lutetian,,"phosphorite, phosphatic limestone",,,,,,Gnandi and Tobschall (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000000D3DEE00B93F53FC0923A014D441940
74,4199.00000000,Hoarusib,,,,intrusion or complex,,Namibia,Otjozondjupa,-19.2896000000,18.0925000000,,carbonatite with residual enrichment,,,REE,,,,,Showing,,,,,,,,,,,,,Avonlea Minerals Ltd.,,Clarke (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000050E17A14AE173240E0EBC039234A33C0
75,4153.00000000,Idugo,,,,district or area,,Mozambique,Zambézia,-17.7250000000,37.1474000000,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, zircon",,,,,,beach and dune sand,,,,,Monazite is ~0.8 percent of HM.,Cílek (1989),,,,No produciton(?),,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000020B7D100DE9242409099999999B931C0
76,4154.00000000,Ile,Namatacatue,,Errego pegmatite field,district or area(?),,Mozambique,Zambézia,-16.0330000000,37.0830000000,,other igneous deposit,pegmatite,pegmatite,REE,,,,,Occurrence,,euxenite-(Y),,,,,,,,,,,,,Cílek (1989);  Hains and Mounde (2010); Premoli (1994),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000B8C876BE9F8A424090C420B0720830C0
77,4109.00000000,Ilomba,Ilomba Hill,,Songwe,intrusion or complex,,Malawi,Chitipa,-9.54420000000,33.1823000000,,alkaline igneous,,,"U, Nb, REE, Th",,,,,Occurrence,,eudialyte,"pyrochlore, U-pyrochlore, Nb-bearing tantalite, apatite, zircon","aegirine, calcite, amphibole",Neoproterozoic–Lower Paleozoic,,,,"nepheline syenite, aegirine syenite",,,,"Resource Star Ltd., Nyalihanga Enterprises Ltd.",,Chiwanbo and Malikebu (2013); Resource Star Ltd. (2011); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000D0073D9B5597404040F7E461A11623C0
78,4002.00000000,In' Ouzzal,Ihouhaouene,,,intrusion or complex,,Algeria,Tamanghasset,23.6197000000,3.27020000000,Estimated location.,carbonatite,,,REE,,,,,Showing,,"fluorapatite, allanite, britholite","fluorapatite, magnetite, titanite, zircon","calcite, pyroxene, calcic amphibole, potassic feldspar, biotite, quartz, wollastonite",,,Paleoproterozoic,,"carbonatite, syenite",,syenite,,,,Ouzegane and others (1988); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000000091B9E5E290A40D054C1A8A49E3740
79,4156.00000000,Inhambane Bay,,,,district or area,,Mozambique,Inhambane,-23.8370000000,35.5020000000,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, zircon",,,,,,dune sand,,,,,Monazite is ~0.5 percent of HM.,Cílek (1989),,,,No produciton(?),,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000D04B378941C0414070C0CAA145D637C0
80,4096.00000000,Itremo,,,,intrusion or complex,,Madagascar,Fianarantsoa,-20.6500000000,46.5833000000,Estimated location.,alkaline igneous,,,"Nb, REE",,,,,Occurrence,,"bastnäsite, parisite",pyrochlore,"microcline, arfvedsonite, aegirine, orthoclase, nepheline",,,,,peralkaline rocks,,,,,Pegmatites related to peralkaline rocks; pegmatite-like dikes.,de Kun (1987); Möller (1989a),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000E8E00B93A94A47406066666666A634C0
81,4084.00000000,Jabal Archenu,,,,intrusion or complex,,Libya,Al Kufrah,22.2496000000,24.7023000000,,alkaline igneous,,,REE,,,,,Occurrence,,eudialyte,"titanite, lorenzenite, magnetite, ilmenite, låvenite","nepheline, analcime, sodalite, zeolite, pyroxene, amphibole, biotite, catapleiite, låvenite, cancrinite",Paleogene,,Paleogene,,"syenite, phonolite, trachyte",,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E610000020FBCBEEC9B33840F0141DC9E53F3640
82,4085.00000000,Jabal Fezzan,,,,intrusion or complex,,Libya,Wādī ash Shāţi,28.3333000000,13.6667000000,,other igneous deposit,,"dikes, sills",REE,,,,,Showing,,eudialyte,,"feldspar, nepheline, aegirine, zeolite",,,,,phonolite,,"granite, metamorphic rocks",,,Eudialyte is reportedly present in one or more of the phonolite bodies.,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000A07CD0B359552B40D0C1172653553C40
83,4110.00000000,Junguni,,,,intrusion or complex,,Malawi,Machinga,-15.0207000000,35.2695000000,"Estimated location, based on Woolley (2001).",alkaline igneous,,,REE,,,,,Showing,,"eudialyte, rosenbuschite, britholite","pyrophanite, Mn-Ti-rich låvenite, wöhlerite, kupletskite, strontiofluorite, pyrochlore, astrophyllite","nepheline, alkali pyroxene, biotite, arfvedsonite, sodalite",Upper Jurassic–Lower Cretaceous,,,,"nepheline syenite, foyaite",,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0101000020E6100000D822DBF97EA24140E00DBE30990A2EC0
